rater_id,audit_item_id,audit_row_id,task,seed,candidate_label,source_image,candidate_image,target_prompt,edit_correct_1_5,relation_correct_1_5,source_preservation_1_5,locality_1_5,artifact_severity_1_5,overall_1_5,failure_type,notes
rater_01,item_003,rater_01_item_003_C,cat_crown,12,C,images/item_003_source.jpg,images/item_003_C.png,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",,,,,,,,
rater_01,item_003,rater_01_item_003_D,cat_crown,12,D,images/item_003_source.jpg,images/item_003_D.png,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",,,,,,,,
rater_01,item_004,rater_01_item_004_A,bowl_apple_inside,10,A,images/item_004_source.jpg,images/item_004_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_004,rater_01_item_004_B,bowl_apple_inside,10,B,images/item_004_source.jpg,images/item_004_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_004,rater_01_item_004_C,bowl_apple_inside,10,C,images/item_004_source.jpg,images/item_004_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_004,rater_01_item_004_D,bowl_apple_inside,10,D,images/item_004_source.jpg,images/item_004_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_005,rater_01_item_005_A,bowl_apple_inside,11,A,images/item_005_source.jpg,images/item_005_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_005,rater_01_item_005_B,bowl_apple_inside,11,B,images/item_005_source.jpg,images/item_005_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_005,rater_01_item_005_C,bowl_apple_inside,11,C,images/item_005_source.jpg,images/item_005_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_005,rater_01_item_005_D,bowl_apple_inside,11,D,images/item_005_source.jpg,images/item_005_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_006,rater_01_item_006_A,bowl_apple_inside,12,A,images/item_006_source.jpg,images/item_006_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_006,rater_01_item_006_B,bowl_apple_inside,12,B,images/item_006_source.jpg,images/item_006_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_006,rater_01_item_006_C,bowl_apple_inside,12,C,images/item_006_source.jpg,images/item_006_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_006,rater_01_item_006_D,bowl_apple_inside,12,D,images/item_006_source.jpg,images/item_006_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",,,,,,,,
rater_01,item_007,rater_01_item_007_A,tshirt_star,10,A,images/item_007_source.jpg,images/item_007_A.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_007,rater_01_item_007_B,tshirt_star,10,B,images/item_007_source.jpg,images/item_007_B.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_007,rater_01_item_007_C,tshirt_star,10,C,images/item_007_source.jpg,images/item_007_C.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_007,rater_01_item_007_D,tshirt_star,10,D,images/item_007_source.jpg,images/item_007_D.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_008,rater_01_item_008_A,tshirt_star,11,A,images/item_008_source.jpg,images/item_008_A.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_008,rater_01_item_008_B,tshirt_star,11,B,images/item_008_source.jpg,images/item_008_B.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_008,rater_01_item_008_C,tshirt_star,11,C,images/item_008_source.jpg,images/item_008_C.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_008,rater_01_item_008_D,tshirt_star,11,D,images/item_008_source.jpg,images/item_008_D.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_009,rater_01_item_009_A,tshirt_star,12,A,images/item_009_source.jpg,images/item_009_A.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_009,rater_01_item_009_B,tshirt_star,12,B,images/item_009_source.jpg,images/item_009_B.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_009,rater_01_item_009_C,tshirt_star,12,C,images/item_009_source.jpg,images/item_009_C.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_009,rater_01_item_009_D,tshirt_star,12,D,images/item_009_source.jpg,images/item_009_D.png,"The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",,,,,,,,
rater_01,item_010,rater_01_item_010_A,red_chair_blue,10,A,images/item_010_source.jpg,images/item_010_A.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_010,rater_01_item_010_B,red_chair_blue,10,B,images/item_010_source.jpg,images/item_010_B.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_010,rater_01_item_010_C,red_chair_blue,10,C,images/item_010_source.jpg,images/item_010_C.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_010,rater_01_item_010_D,red_chair_blue,10,D,images/item_010_source.jpg,images/item_010_D.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_011,rater_01_item_011_A,red_chair_blue,11,A,images/item_011_source.jpg,images/item_011_A.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_011,rater_01_item_011_B,red_chair_blue,11,B,images/item_011_source.jpg,images/item_011_B.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_011,rater_01_item_011_C,red_chair_blue,11,C,images/item_011_source.jpg,images/item_011_C.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_011,rater_01_item_011_D,red_chair_blue,11,D,images/item_011_source.jpg,images/item_011_D.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_012,rater_01_item_012_A,red_chair_blue,12,A,images/item_012_source.jpg,images/item_012_A.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_012,rater_01_item_012_B,red_chair_blue,12,B,images/item_012_source.jpg,images/item_012_B.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_012,rater_01_item_012_C,red_chair_blue,12,C,images/item_012_source.jpg,images/item_012_C.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_012,rater_01_item_012_D,red_chair_blue,12,D,images/item_012_source.jpg,images/item_012_D.png,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",,,,,,,,
rater_01,item_013,rater_01_item_013_A,pillow_same_color_cable_knit,10,A,images/item_013_source.jpg,images/item_013_A.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_013,rater_01_item_013_B,pillow_same_color_cable_knit,10,B,images/item_013_source.jpg,images/item_013_B.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_013,rater_01_item_013_C,pillow_same_color_cable_knit,10,C,images/item_013_source.jpg,images/item_013_C.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_013,rater_01_item_013_D,pillow_same_color_cable_knit,10,D,images/item_013_source.jpg,images/item_013_D.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_014,rater_01_item_014_A,pillow_same_color_cable_knit,11,A,images/item_014_source.jpg,images/item_014_A.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_014,rater_01_item_014_B,pillow_same_color_cable_knit,11,B,images/item_014_source.jpg,images/item_014_B.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_014,rater_01_item_014_C,pillow_same_color_cable_knit,11,C,images/item_014_source.jpg,images/item_014_C.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_014,rater_01_item_014_D,pillow_same_color_cable_knit,11,D,images/item_014_source.jpg,images/item_014_D.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_015,rater_01_item_015_A,pillow_same_color_cable_knit,12,A,images/item_015_source.jpg,images/item_015_A.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_015,rater_01_item_015_B,pillow_same_color_cable_knit,12,B,images/item_015_source.jpg,images/item_015_B.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_015,rater_01_item_015_C,pillow_same_color_cable_knit,12,C,images/item_015_source.jpg,images/item_015_C.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
rater_01,item_015,rater_01_item_015_D,pillow_same_color_cable_knit,12,D,images/item_015_source.jpg,images/item_015_D.png,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",,,,,,,,
