rater_id,audit_item_id,audit_row_id,family,task,seed,candidate_label,method,method_display,source_image_original,result_image_original,metric_result_image_original,selected_run,selection_reason,metric_status,anonymous_image
rater_01,item_003,rater_01_item_003_C,T1_attached_accessory,cat_crown,12,C,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap/seed_12/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_003_C.png
rater_01,item_003,rater_01_item_003_D,T1_attached_accessory,cat_crown,12,D,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,outputs/pretty_matrix/cat_crown/base_only/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/base_only/seed_12/result.png,base_only,canonical method directory,aligned,rater_01/images/item_003_D.png
rater_01,item_004,rater_01_item_004_A,T1_attached_accessory,dog_bow_tie_phase2,10,A,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_10/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_004_A.png
rater_01,item_004,rater_01_item_004_B,T1_attached_accessory,dog_bow_tie_phase2,10,B,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_10/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_004_B.png
rater_01,item_004,rater_01_item_004_C,T1_attached_accessory,dog_bow_tie_phase2,10,C,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_10/result.png,base_only,canonical method directory,aligned,rater_01/images/item_004_C.png
rater_01,item_004,rater_01_item_004_D,T1_attached_accessory,dog_bow_tie_phase2,10,D,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_10/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_004_D.png
rater_01,item_005,rater_01_item_005_A,T1_attached_accessory,dog_bow_tie_phase2,11,A,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_11/result.png,base_only,canonical method directory,aligned,rater_01/images/item_005_A.png
rater_01,item_005,rater_01_item_005_B,T1_attached_accessory,dog_bow_tie_phase2,11,B,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_11/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_005_B.png
rater_01,item_005,rater_01_item_005_C,T1_attached_accessory,dog_bow_tie_phase2,11,C,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_11/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_005_C.png
rater_01,item_005,rater_01_item_005_D,T1_attached_accessory,dog_bow_tie_phase2,11,D,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_11/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_005_D.png
rater_01,item_006,rater_01_item_006_A,T1_attached_accessory,dog_bow_tie_phase2,12,A,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_12/result.png,base_only,canonical method directory,aligned,rater_01/images/item_006_A.png
rater_01,item_006,rater_01_item_006_B,T1_attached_accessory,dog_bow_tie_phase2,12,B,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_12/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_006_B.png
rater_01,item_006,rater_01_item_006_C,T1_attached_accessory,dog_bow_tie_phase2,12,C,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_12/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_006_C.png
rater_01,item_006,rater_01_item_006_D,T1_attached_accessory,dog_bow_tie_phase2,12,D,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_12/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_006_D.png
rater_01,item_007,rater_01_item_007_A,T1_attached_accessory,dog_front_sunglasses_phase2,10,A,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_10/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_007_A.png
rater_01,item_007,rater_01_item_007_B,T1_attached_accessory,dog_front_sunglasses_phase2,10,B,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_10/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_007_B.png
rater_01,item_007,rater_01_item_007_C,T1_attached_accessory,dog_front_sunglasses_phase2,10,C,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_10/result.png,base_only,canonical method directory,aligned,rater_01/images/item_007_C.png
rater_01,item_007,rater_01_item_007_D,T1_attached_accessory,dog_front_sunglasses_phase2,10,D,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_10/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_007_D.png
rater_01,item_008,rater_01_item_008_A,T1_attached_accessory,dog_front_sunglasses_phase2,11,A,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_11/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_008_A.png
rater_01,item_008,rater_01_item_008_B,T1_attached_accessory,dog_front_sunglasses_phase2,11,B,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_11/result.png,base_only,canonical method directory,aligned,rater_01/images/item_008_B.png
rater_01,item_008,rater_01_item_008_C,T1_attached_accessory,dog_front_sunglasses_phase2,11,C,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_11/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_008_C.png
rater_01,item_008,rater_01_item_008_D,T1_attached_accessory,dog_front_sunglasses_phase2,11,D,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_11/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_008_D.png
rater_01,item_009,rater_01_item_009_A,T1_attached_accessory,dog_front_sunglasses_phase2,12,A,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/adaptive_full_generic_support/seed_12/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_009_A.png
rater_01,item_009,rater_01_item_009_B,T1_attached_accessory,dog_front_sunglasses_phase2,12,B,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/base_only/seed_12/result.png,base_only,canonical method directory,aligned,rater_01/images/item_009_B.png
rater_01,item_009,rater_01_item_009_C,T1_attached_accessory,dog_front_sunglasses_phase2,12,C,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/direct_target/seed_12/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_009_C.png
rater_01,item_009,rater_01_item_009_D,T1_attached_accessory,dog_front_sunglasses_phase2,12,D,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/dog_front_sunglasses_phase2.png,outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_12/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_009_D.png
rater_01,item_010,rater_01_item_010_A,T2_container_insertion,bowl_apple_inside,10,A,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_10/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_010_A.png
rater_01,item_010,rater_01_item_010_B,T2_container_insertion,bowl_apple_inside,10,B,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap/seed_10/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_010_B.png
rater_01,item_010,rater_01_item_010_C,T2_container_insertion,bowl_apple_inside,10,C,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/base_only/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/base_only/seed_10/result.png,base_only,canonical method directory,aligned,rater_01/images/item_010_C.png
rater_01,item_010,rater_01_item_010_D,T2_container_insertion,bowl_apple_inside,10,D,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_10/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_010_D.png
rater_01,item_011,rater_01_item_011_A,T2_container_insertion,bowl_apple_inside,11,A,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_11/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_011_A.png
rater_01,item_011,rater_01_item_011_B,T2_container_insertion,bowl_apple_inside,11,B,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/base_only/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/base_only/seed_11/result.png,base_only,canonical method directory,aligned,rater_01/images/item_011_B.png
rater_01,item_011,rater_01_item_011_C,T2_container_insertion,bowl_apple_inside,11,C,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap/seed_11/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_011_C.png
rater_01,item_011,rater_01_item_011_D,T2_container_insertion,bowl_apple_inside,11,D,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_11/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_011_D.png
rater_01,item_012,rater_01_item_012_A,T2_container_insertion,bowl_apple_inside,12,A,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/adaptive_full_generic_support/seed_12/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_012_A.png
rater_01,item_012,rater_01_item_012_B,T2_container_insertion,bowl_apple_inside,12,B,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/support_v3_controller_rmsgap/seed_12/result.png,support_v3_controller_rmsgap_t1t4_3seed_20260609,formal T1-T4 three-seed CleanEdit rerun,needs_metric_refresh,rater_01/images/item_012_B.png
rater_01,item_012,rater_01_item_012_C,T2_container_insertion,bowl_apple_inside,12,C,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/direct_target/seed_12/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_012_C.png
rater_01,item_012,rater_01_item_012_D,T2_container_insertion,bowl_apple_inside,12,D,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/bowl_apple_inside.png,outputs/pretty_matrix/bowl_apple_inside/base_only/seed_12/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/bowl_apple_inside/base_only/seed_12/result.png,base_only,canonical method directory,aligned,rater_01/images/item_012_D.png
rater_01,item_013,rater_01_item_013_A,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,A,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap_failed3_fix6_20260609/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap/seed_10/result.png,support_v3_controller_rmsgap_failed3_fix6_20260609,selected repaired CleanEdit run with visible orange; plain seed 12 is a weak earlier run,needs_metric_refresh,rater_01/images/item_013_A.png
rater_01,item_013,rater_01_item_013_B,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,B,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/adaptive_full_generic_support/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/adaptive_full_generic_support/seed_10/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_013_B.png
rater_01,item_013,rater_01_item_013_C,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,C,base_only,RF reconstruction / base reconstruction,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/base_only/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/base_only/seed_10/result.png,base_only,canonical method directory,aligned,rater_01/images/item_013_C.png
rater_01,item_013,rater_01_item_013_D,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,D,direct_target,Direct target guidance,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/direct_target/seed_10/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/direct_target/seed_10/result.png,direct_target,canonical method directory,aligned,rater_01/images/item_013_D.png
rater_01,item_014,rater_01_item_014_A,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,A,support_v3_controller_rmsgap,CleanEdit,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap_failed3_fix6_20260609/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap/seed_11/result.png,support_v3_controller_rmsgap_failed3_fix6_20260609,selected repaired CleanEdit run with visible orange; plain seed 12 is a weak earlier run,needs_metric_refresh,rater_01/images/item_014_A.png
rater_01,item_014,rater_01_item_014_B,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,B,adaptive_full_generic_support,Generic support control,experiments/support_v3_2026-06-02/normalized_512/sources/white_bowl_orange_tabletop_phase2.png,outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/adaptive_full_generic_support/seed_11/result.png,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/white_bowl_orange_tabletop_phase2/adaptive_full_generic_support/seed_11/result.png,adaptive_full_generic_support,canonical method directory,aligned,rater_01/images/item_014_B.png
