rater_id,audit_item_id,audit_row_id,family,task,seed,candidate_label,source_image,candidate_image,target_prompt,edit_correct_1_5,relation_correct_1_5,source_preservation_1_5,locality_1_5,artifact_severity_1_5,overall_1_5,failure_type,notes,method,method_display
rater_01,item_003,rater_01_item_003_D,T1_attached_accessory,cat_crown,12,D,images/item_003_source.png,images/item_003_D.png,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",1,1,4,4,3,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_004,rater_01_item_004_A,T1_attached_accessory,dog_bow_tie_phase2,10,A,images/item_004_source.png,images/item_004_A.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",3,3,1,2,5,2,identity_drift,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_004,rater_01_item_004_B,T1_attached_accessory,dog_bow_tie_phase2,10,B,images/item_004_source.png,images/item_004_B.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",2,2,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_004,rater_01_item_004_C,T1_attached_accessory,dog_bow_tie_phase2,10,C,images/item_004_source.png,images/item_004_C.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_004,rater_01_item_004_D,T1_attached_accessory,dog_bow_tie_phase2,10,D,images/item_004_source.png,images/item_004_D.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",5,5,4,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_005,rater_01_item_005_A,T1_attached_accessory,dog_bow_tie_phase2,11,A,images/item_005_source.png,images/item_005_A.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_005,rater_01_item_005_B,T1_attached_accessory,dog_bow_tie_phase2,11,B,images/item_005_source.png,images/item_005_B.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",2,2,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_005,rater_01_item_005_C,T1_attached_accessory,dog_bow_tie_phase2,11,C,images/item_005_source.png,images/item_005_C.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",3,3,1,2,5,2,identity_drift,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_005,rater_01_item_005_D,T1_attached_accessory,dog_bow_tie_phase2,11,D,images/item_005_source.png,images/item_005_D.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",5,5,4,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_006,rater_01_item_006_A,T1_attached_accessory,dog_bow_tie_phase2,12,A,images/item_006_source.png,images/item_006_A.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_006,rater_01_item_006_B,T1_attached_accessory,dog_bow_tie_phase2,12,B,images/item_006_source.png,images/item_006_B.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",3,3,1,2,5,2,identity_drift,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_006,rater_01_item_006_C,T1_attached_accessory,dog_bow_tie_phase2,12,C,images/item_006_source.png,images/item_006_C.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",5,5,4,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_006,rater_01_item_006_D,T1_attached_accessory,dog_bow_tie_phase2,12,D,images/item_006_source.png,images/item_006_D.png,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",2,2,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_007,rater_01_item_007_A,T1_attached_accessory,dog_front_sunglasses_phase2,10,A,images/item_007_source.png,images/item_007_A.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,1,2,4,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_007,rater_01_item_007_B,T1_attached_accessory,dog_front_sunglasses_phase2,10,B,images/item_007_source.png,images/item_007_B.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_007,rater_01_item_007_C,T1_attached_accessory,dog_front_sunglasses_phase2,10,C,images/item_007_source.png,images/item_007_C.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,3,3,3,2,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_007,rater_01_item_007_D,T1_attached_accessory,dog_front_sunglasses_phase2,10,D,images/item_007_source.png,images/item_007_D.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",5,5,5,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_008,rater_01_item_008_A,T1_attached_accessory,dog_front_sunglasses_phase2,11,A,images/item_008_source.png,images/item_008_A.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_008,rater_01_item_008_B,T1_attached_accessory,dog_front_sunglasses_phase2,11,B,images/item_008_source.png,images/item_008_B.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,3,3,3,2,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_008,rater_01_item_008_C,T1_attached_accessory,dog_front_sunglasses_phase2,11,C,images/item_008_source.png,images/item_008_C.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",5,5,5,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_008,rater_01_item_008_D,T1_attached_accessory,dog_front_sunglasses_phase2,11,D,images/item_008_source.png,images/item_008_D.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,1,2,4,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_009,rater_01_item_009_A,T1_attached_accessory,dog_front_sunglasses_phase2,12,A,images/item_009_source.png,images/item_009_A.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_009,rater_01_item_009_B,T1_attached_accessory,dog_front_sunglasses_phase2,12,B,images/item_009_source.png,images/item_009_B.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,3,3,3,2,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_009,rater_01_item_009_C,T1_attached_accessory,dog_front_sunglasses_phase2,12,C,images/item_009_source.png,images/item_009_C.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",1,1,1,2,4,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_009,rater_01_item_009_D,T1_attached_accessory,dog_front_sunglasses_phase2,12,D,images/item_009_source.png,images/item_009_D.png,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",5,5,5,4,2,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_010,rater_01_item_010_A,T2_container_insertion,bowl_apple_inside,10,A,images/item_010_source.png,images/item_010_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",3,3,3,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_010,rater_01_item_010_B,T2_container_insertion,bowl_apple_inside,10,B,images/item_010_source.png,images/item_010_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",4,4,4,4,2,4,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_010,rater_01_item_010_C,T2_container_insertion,bowl_apple_inside,10,C,images/item_010_source.png,images/item_010_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,4,4,3,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_010,rater_01_item_010_D,T2_container_insertion,bowl_apple_inside,10,D,images/item_010_source.png,images/item_010_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,1,1,5,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_011,rater_01_item_011_A,T2_container_insertion,bowl_apple_inside,11,A,images/item_011_source.png,images/item_011_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",3,3,3,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_011,rater_01_item_011_B,T2_container_insertion,bowl_apple_inside,11,B,images/item_011_source.png,images/item_011_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,4,4,3,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_011,rater_01_item_011_C,T2_container_insertion,bowl_apple_inside,11,C,images/item_011_source.png,images/item_011_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",4,4,4,4,2,4,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_011,rater_01_item_011_D,T2_container_insertion,bowl_apple_inside,11,D,images/item_011_source.png,images/item_011_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,1,1,5,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_012,rater_01_item_012_A,T2_container_insertion,bowl_apple_inside,12,A,images/item_012_source.png,images/item_012_A.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",3,3,3,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_012,rater_01_item_012_B,T2_container_insertion,bowl_apple_inside,12,B,images/item_012_source.png,images/item_012_B.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",4,4,4,4,2,4,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_012,rater_01_item_012_C,T2_container_insertion,bowl_apple_inside,12,C,images/item_012_source.png,images/item_012_C.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,1,1,5,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_012,rater_01_item_012_D,T2_container_insertion,bowl_apple_inside,12,D,images/item_012_source.png,images/item_012_D.png,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",1,1,4,4,3,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_013,rater_01_item_013_A,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,A,images/item_013_source.png,images/item_013_A.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",4,4,5,5,1,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_013,rater_01_item_013_B,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,B,images/item_013_source.png,images/item_013_B.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",3,3,5,5,1,4,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_013,rater_01_item_013_C,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,C,images/item_013_source.png,images/item_013_C.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",1,1,5,5,1,4,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_013,rater_01_item_013_D,T2_container_insertion,white_bowl_orange_tabletop_phase2,10,D,images/item_013_source.png,images/item_013_D.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",2,2,1,2,4,2,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_014,rater_01_item_014_A,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,A,images/item_014_source.png,images/item_014_A.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",3,3,5,5,1,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_014,rater_01_item_014_B,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,B,images/item_014_source.png,images/item_014_B.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",3,3,5,5,1,4,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_014,rater_01_item_014_C,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,C,images/item_014_source.png,images/item_014_C.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",1,1,5,5,1,4,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_014,rater_01_item_014_D,T2_container_insertion,white_bowl_orange_tabletop_phase2,11,D,images/item_014_source.png,images/item_014_D.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",2,2,1,2,4,2,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_015,rater_01_item_015_A,T2_container_insertion,white_bowl_orange_tabletop_phase2,12,A,images/item_015_source.png,images/item_015_A.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",3,3,5,5,1,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_015,rater_01_item_015_B,T2_container_insertion,white_bowl_orange_tabletop_phase2,12,B,images/item_015_source.png,images/item_015_B.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",1,1,5,5,1,4,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_015,rater_01_item_015_C,T2_container_insertion,white_bowl_orange_tabletop_phase2,12,C,images/item_015_source.png,images/item_015_C.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",3,3,5,5,1,4,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_015,rater_01_item_015_D,T2_container_insertion,white_bowl_orange_tabletop_phase2,12,D,images/item_015_source.png,images/item_015_D.png,"A side-view photo of the same white bowl sitting on the same wooden tabletop, with one medium bright orange fruit resting on the empty wooden table space to the left of the bowl, while the bowl, tabletop, wall, lighting, and background remain unchanged.",2,2,1,2,4,2,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_016,rater_01_item_016_A,T2_container_insertion,brown_bowl_lemon_phase2,10,A,images/item_016_source.png,images/item_016_A.png,"A close-up photo of the same empty brown ceramic bowl on the same dark table surface, with one small yellow lemon centered inside the bowl, while the bowl, chopsticks, table, lighting, and background remain unchanged.",2,2,4,4,2,3,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_016,rater_01_item_016_B,T2_container_insertion,brown_bowl_lemon_phase2,10,B,images/item_016_source.png,images/item_016_B.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",4,4,5,5,1,5,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_016,rater_01_item_016_C,T2_container_insertion,brown_bowl_lemon_phase2,10,C,images/item_016_source.png,images/item_016_C.png,"A close-up photo of the same empty brown ceramic bowl on the same dark table surface, with one small yellow lemon centered inside the bowl, while the bowl, chopsticks, table, lighting, and background remain unchanged.",2,2,1,1,5,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_016,rater_01_item_016_D,T2_container_insertion,brown_bowl_lemon_phase2,10,D,images/item_016_source.png,images/item_016_D.png,"A close-up photo of the same empty brown ceramic bowl on the same dark table surface, with one small yellow lemon centered inside the bowl, while the bowl, chopsticks, table, lighting, and background remain unchanged.",1,1,5,4,1,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_017,rater_01_item_017_A,T2_container_insertion,brown_bowl_lemon_phase2,11,A,images/item_017_source.png,images/item_017_A.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",3,3,4,4,2,4,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
rater_01,item_017,rater_01_item_017_B,T2_container_insertion,brown_bowl_lemon_phase2,11,B,images/item_017_source.png,images/item_017_B.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",3,3,5,5,1,4,none,Proxy precheck: best edit-preserve balance under Phase2 metrics.,support_v3_controller_rmsgap,DeCE-RF
rater_01,item_017,rater_01_item_017_C,T2_container_insertion,brown_bowl_lemon_phase2,11,C,images/item_017_source.png,images/item_017_C.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",1,1,5,4,1,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_017,rater_01_item_017_D,T2_container_insertion,brown_bowl_lemon_phase2,11,D,images/item_017_source.png,images/item_017_D.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",1,1,1,2,4,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_018,rater_01_item_018_A,T2_container_insertion,brown_bowl_lemon_phase2,12,A,images/item_018_source.png,images/item_018_A.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",1,1,5,4,1,3,under_edit,Proxy precheck: strong preservation but target edit is largely absent.,base_only,RF reconstruction / base reconstruction
rater_01,item_018,rater_01_item_018_B,T2_container_insertion,brown_bowl_lemon_phase2,12,B,images/item_018_source.png,images/item_018_B.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",1,1,1,2,4,1,under_edit,Proxy precheck: target pressure is visible but preservation/locality are weak.,direct_target,Direct target guidance
rater_01,item_018,rater_01_item_018_C,T2_container_insertion,brown_bowl_lemon_phase2,12,C,images/item_018_source.png,images/item_018_C.png,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",3,3,4,4,2,4,under_edit,Proxy precheck: good preservation with conservative or incomplete editing.,adaptive_full_generic_support,Generic support control
