baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
splitflow,pillow_same_color_cable_knit,11,complete,data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,A cozy living room photo with a plain white pillow on a brown sofa.,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_11/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_11/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit,12,complete,data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,A cozy living room photo with a plain white pillow on a brown sofa.,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_12/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_12/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_grey,10,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,"A cozy living room photo with a plain dark grey pillow on a rattan-backed sofa beside a wooden table, soft natural light, and a simple home interior.","A photo of the same plain dark grey pillow on the same rattan-backed sofa, with the entire pillow surface uniformly changed into same-color dark grey chunky cable-knit fabric, the same thick braided knitted columns covering every part of the pillow including the brightly lit left side, while preserving the pillow shape, outline, lighting, sofa, table, wall, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_10/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_10/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_grey,11,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,"A cozy living room photo with a plain dark grey pillow on a rattan-backed sofa beside a wooden table, soft natural light, and a simple home interior.","A photo of the same plain dark grey pillow on the same rattan-backed sofa, with the entire pillow surface uniformly changed into same-color dark grey chunky cable-knit fabric, the same thick braided knitted columns covering every part of the pillow including the brightly lit left side, while preserving the pillow shape, outline, lighting, sofa, table, wall, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_11/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_11/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_grey,12,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,"A cozy living room photo with a plain dark grey pillow on a rattan-backed sofa beside a wooden table, soft natural light, and a simple home interior.","A photo of the same plain dark grey pillow on the same rattan-backed sofa, with the entire pillow surface uniformly changed into same-color dark grey chunky cable-knit fabric, the same thick braided knitted columns covering every part of the pillow including the brightly lit left side, while preserving the pillow shape, outline, lighting, sofa, table, wall, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_12/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_12/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_grey/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_armchair,10,complete,data/phase2_candidates/pexels_green_chair_white_pillow_6312055.jpg,A photo of a plain white throw pillow centered on a green velvet armchair against a tiled wall.,"A photo of the same plain white throw pillow on the same green velvet armchair, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, seams, shadows, chair, tiled wall, floor, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_10/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_10/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_10/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_armchair,11,complete,data/phase2_candidates/pexels_green_chair_white_pillow_6312055.jpg,A photo of a plain white throw pillow centered on a green velvet armchair against a tiled wall.,"A photo of the same plain white throw pillow on the same green velvet armchair, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, seams, shadows, chair, tiled wall, floor, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_11/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_11/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_11/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
splitflow,pillow_same_color_cable_knit_armchair,12,complete,data/phase2_candidates/pexels_green_chair_white_pillow_6312055.jpg,A photo of a plain white throw pillow centered on a green velvet armchair against a tiled wall.,"A photo of the same plain white throw pillow on the same green velvet armchair, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, seams, shadows, chair, tiled wall, floor, and the rest of the scene.",outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_12/result.png,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_12/metadata.json,outputs/baselines/splitflow/pillow_same_color_cable_knit_armchair/seed_12/command.txt,"official SplitFlow SD3 runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, seed, and SD3 model match; official SplitFlow defaults T_steps=50, n_max=33, tar_guidance_scale=13.5; uses Mistral-7B prompt decomposition",,official SplitFlow SD3 runner
fireflow,pillow_same_color_cable_knit,10,complete,data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,A cozy living room photo with a plain white pillow on a brown sofa.,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_10/result.png,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_10/metadata.json,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,pillow_same_color_cable_knit,11,complete,data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,A cozy living room photo with a plain white pillow on a brown sofa.,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_11/result.png,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_11/metadata.json,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_11/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,pillow_same_color_cable_knit,12,complete,data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,A cozy living room photo with a plain white pillow on a brown sofa.,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_12/result.png,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_12/metadata.json,outputs/baselines/fireflow/pillow_same_color_cable_knit/seed_12/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,pillow_same_color_cable_knit_grey,10,complete,data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,"A cozy living room photo with a plain dark grey pillow on a rattan-backed sofa beside a wooden table, soft natural light, and a simple home interior.","A photo of the same plain dark grey pillow on the same rattan-backed sofa, with the entire pillow surface uniformly changed into same-color dark grey chunky cable-knit fabric, the same thick braided knitted columns covering every part of the pillow including the brightly lit left side, while preserving the pillow shape, outline, lighting, sofa, table, wall, and the rest of the scene.",outputs/baselines/fireflow/pillow_same_color_cable_knit_grey/seed_10/result.png,outputs/baselines/fireflow/pillow_same_color_cable_knit_grey/seed_10/metadata.json,outputs/baselines/fireflow/pillow_same_color_cable_knit_grey/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
